employee_id,name,department,role,date,tasks_completed,hours_worked,rating,projects,absences
E1044,Emp_044,Finance,Accountant,2024-01-14,9,7.41,4.68,0,0
E1045,Emp_045,HR,HRBP,2024-01-14,10,7.23,3.77,1,0
E1046,Emp_046,Sales,SDR,2024-01-14,6,5.88,3.11,0,0
E1047,Emp_047,Marketing,Content,2024-01-14,1,8.49,3.35,2,0
E1048,Emp_048,Support,Agent,2024-01-14,0,0.0,0.0,1,1
E1049,Emp_049,HR,Recruiter,2024-01-14,9,7.94,3.91,2,0
E1050,Emp_050,Sales,AE,2024-01-14,7,6.94,4.17,0,0
E1051,Emp_051,Finance,Accountant,2024-01-14,5,6.77,4.31,0,0
E1052,Emp_052,HR,Recruiter,2024-01-14,8,6.64,3.06,1,0
E1053,Emp_053,Sales,Account Manager,2024-01-14,12,7.41,3.79,0,0
E1054,Emp_054,Sales,AE,2024-01-14,7,6.37,4.12,1,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-14,9,7.42,4.13,0,0
E1056,Emp_056,Support,Agent,2024-01-14,10,7.9,3.74,2,0
E1057,Emp_057,HR,Recruiter,2024-01-14,2,8.0,2.61,1,0
E1058,Emp_058,Engineering,QA Eng,2024-01-14,9,7.83,3.97,2,0
E1059,Emp_059,HR,HRBP,2024-01-14,5,9.21,3.06,1,0
E1000,Emp_000,Marketing,SEO,2024-01-15,9,5.65,2.95,0,0
E1001,Emp_001,HR,HRBP,2024-01-15,3,6.91,3.94,2,0
E1002,Emp_002,Engineering,Data Eng,2024-01-15,8,5.95,4.27,2,0
E1003,Emp_003,Marketing,Content,2024-01-15,9,7.16,4.79,1,0
E1004,Emp_004,Engineering,QA Eng,2024-01-15,10,7.79,4.04,2,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-15,1,7.59,2.87,2,0
E1006,Emp_006,Marketing,Content,2024-01-15,7,6.78,4.23,2,0
E1007,Emp_007,Marketing,Designer,2024-01-15,3,6.66,3.35,0,0
E1008,Emp_008,Support,Agent,2024-01-15,14,8.91,4.24,1,0
E1009,Emp_009,Finance,Analyst,2024-01-15,1,6.94,3.26,1,0
E1010,Emp_010,Sales,SDR,2024-01-15,9,7.3,3.78,0,0
E1011,Emp_011,Support,Agent,2024-01-15,12,8.01,4.2,0,0
E1012,Emp_012,Sales,Account Manager,2024-01-15,0,0.0,0.0,1,1
E1013,Emp_013,HR,Recruiter,2024-01-15,5,8.07,3.56,1,0
E1014,Emp_014,Finance,Accountant,2024-01-15,7,7.43,4.12,0,0
E1015,Emp_015,Sales,Account Manager,2024-01-15,10,6.61,3.94,1,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-15,8,6.91,3.92,1,0
E1017,Emp_017,Sales,SDR,2024-01-15,8,6.9,3.75,0,0
E1018,Emp_018,Marketing,SEO,2024-01-15,6,8.09,3.0,0,0
E1019,Emp_019,Support,Team Lead,2024-01-15,11,6.5,2.76,1,0
E1020,Emp_020,Engineering,QA Eng,2024-01-15,6,6.36,3.48,1,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-15,7,6.94,4.31,1,0
E1022,Emp_022,Marketing,SEO,2024-01-15,4,6.28,4.27,2,0
E1023,Emp_023,HR,HRBP,2024-01-15,5,7.06,2.79,1,0
E1024,Emp_024,Finance,Analyst,2024-01-15,4,7.71,3.86,0,0
E1025,Emp_025,HR,HRBP,2024-01-15,6,5.39,3.09,1,0
E1026,Emp_026,Sales,SDR,2024-01-15,11,7.22,4.11,0,0
E1027,Emp_027,Sales,Account Manager,2024-01-15,8,6.68,3.1,2,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-15,5,8.45,4.08,1,0
E1029,Emp_029,HR,HRBP,2024-01-15,7,7.06,3.27,0,0
E1030,Emp_030,Marketing,Content,2024-01-15,7,7.71,3.65,1,0
E1031,Emp_031,HR,HRBP,2024-01-15,3,8.25,3.45,0,0
E1032,Emp_032,HR,Recruiter,2024-01-15,3,7.5,3.73,0,0
E1033,Emp_033,Finance,Accountant,2024-01-15,6,8.4,3.88,0,0
E1034,Emp_034,Finance,Analyst,2024-01-15,5,7.08,3.99,0,0
E1035,Emp_035,Finance,Accountant,2024-01-15,3,5.81,3.99,0,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-15,5,9.85,4.57,3,0
E1037,Emp_037,Finance,Accountant,2024-01-15,5,8.87,4.1,0,0
E1038,Emp_038,Marketing,SEO,2024-01-15,4,5.41,4.75,1,0
E1039,Emp_039,Sales,AE,2024-01-15,11,6.23,3.77,0,0
E1040,Emp_040,Engineering,Data Eng,2024-01-15,9,6.85,4.1,2,0
E1041,Emp_041,Engineering,QA Eng,2024-01-15,11,9.02,4.02,2,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-15,8,8.52,4.17,2,0
E1043,Emp_043,Finance,Accountant,2024-01-15,1,5.1,4.05,0,0
E1044,Emp_044,Finance,Accountant,2024-01-15,6,8.88,4.41,1,0
E1045,Emp_045,HR,HRBP,2024-01-15,3,8.86,2.0,0,0
E1046,Emp_046,Sales,SDR,2024-01-15,10,6.49,3.4,1,0
E1047,Emp_047,Marketing,Content,2024-01-15,4,7.27,4.76,2,0
E1048,Emp_048,Support,Agent,2024-01-15,15,8.3,3.91,0,0
E1049,Emp_049,HR,Recruiter,2024-01-15,8,6.08,3.26,0,0
E1050,Emp_050,Sales,AE,2024-01-15,13,7.57,3.32,0,0
E1051,Emp_051,Finance,Accountant,2024-01-15,6,7.13,4.76,0,0
E1052,Emp_052,HR,Recruiter,2024-01-15,5,8.98,3.69,0,0
E1053,Emp_053,Sales,Account Manager,2024-01-15,8,7.23,3.87,2,0
E1054,Emp_054,Sales,AE,2024-01-15,8,7.81,4.48,0,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-15,5,6.39,4.36,2,0
E1056,Emp_056,Support,Agent,2024-01-15,9,6.3,4.58,1,0
E1057,Emp_057,HR,Recruiter,2024-01-15,6,6.14,3.67,1,0
E1058,Emp_058,Engineering,QA Eng,2024-01-15,9,6.9,3.55,3,0
E1059,Emp_059,HR,HRBP,2024-01-15,6,8.64,3.81,0,0
E1000,Emp_000,Marketing,SEO,2024-01-16,6,8.79,4.26,1,0
E1001,Emp_001,HR,HRBP,2024-01-16,4,6.94,3.88,0,0
E1002,Emp_002,Engineering,Data Eng,2024-01-16,7,7.78,4.77,1,0
E1003,Emp_003,Marketing,Content,2024-01-16,6,6.82,3.55,1,0
E1004,Emp_004,Engineering,QA Eng,2024-01-16,9,8.82,3.5,2,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-16,7,7.96,4.57,2,0
E1006,Emp_006,Marketing,Content,2024-01-16,3,9.24,2.79,2,0
E1007,Emp_007,Marketing,Designer,2024-01-16,8,6.19,3.39,2,0
E1008,Emp_008,Support,Agent,2024-01-16,10,6.74,2.77,1,0
E1009,Emp_009,Finance,Analyst,2024-01-16,4,6.89,3.3,2,0
E1010,Emp_010,Sales,SDR,2024-01-16,7,8.1,3.2,0,0
E1011,Emp_011,Support,Agent,2024-01-16,9,8.08,4.41,0,0
E1012,Emp_012,Sales,Account Manager,2024-01-16,11,6.65,3.38,1,0
E1013,Emp_013,HR,Recruiter,2024-01-16,6,5.93,3.26,0,0
E1014,Emp_014,Finance,Accountant,2024-01-16,1,6.49,3.33,0,0
E1015,Emp_015,Sales,Account Manager,2024-01-16,6,6.83,3.2,0,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-16,9,6.15,4.5,2,0
E1017,Emp_017,Sales,SDR,2024-01-16,9,8.56,3.57,1,0
E1018,Emp_018,Marketing,SEO,2024-01-16,0,0.0,0.0,2,1
E1019,Emp_019,Support,Team Lead,2024-01-16,13,7.43,3.19,0,0
E1020,Emp_020,Engineering,QA Eng,2024-01-16,9,8.6,4.66,1,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-16,7,9.79,3.33,2,0
E1022,Emp_022,Marketing,SEO,2024-01-16,8,5.03,3.77,2,0
E1023,Emp_023,HR,HRBP,2024-01-16,6,7.49,3.35,0,0
E1024,Emp_024,Finance,Analyst,2024-01-16,7,8.43,3.47,0,0
E1025,Emp_025,HR,HRBP,2024-01-16,8,7.71,4.23,0,0
E1026,Emp_026,Sales,SDR,2024-01-16,10,7.24,3.69,0,0
E1027,Emp_027,Sales,Account Manager,2024-01-16,9,7.76,2.95,1,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-16,8,9.41,4.6,2,0
E1029,Emp_029,HR,HRBP,2024-01-16,10,8.16,3.6,0,0
E1030,Emp_030,Marketing,Content,2024-01-16,7,7.72,4.48,1,0
E1031,Emp_031,HR,HRBP,2024-01-16,6,6.34,3.7,0,0
E1032,Emp_032,HR,Recruiter,2024-01-16,6,5.64,3.39,0,0
E1033,Emp_033,Finance,Accountant,2024-01-16,5,8.89,4.23,0,0
E1034,Emp_034,Finance,Analyst,2024-01-16,7,6.35,3.93,0,0
E1035,Emp_035,Finance,Accountant,2024-01-16,5,9.59,3.89,1,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-16,7,6.27,4.76,2,0
E1037,Emp_037,Finance,Accountant,2024-01-16,2,7.76,3.86,1,0
E1038,Emp_038,Marketing,SEO,2024-01-16,5,6.78,4.61,1,0
E1039,Emp_039,Sales,AE,2024-01-16,8,7.26,3.17,0,0
E1040,Emp_040,Engineering,Data Eng,2024-01-16,4,9.2,4.02,1,0
E1041,Emp_041,Engineering,QA Eng,2024-01-16,6,7.87,5.0,1,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-16,4,7.13,3.89,2,0
E1043,Emp_043,Finance,Accountant,2024-01-16,1,7.88,3.45,0,0
E1044,Emp_044,Finance,Accountant,2024-01-16,6,8.22,4.23,2,0
E1045,Emp_045,HR,HRBP,2024-01-16,3,8.51,3.43,1,0
E1046,Emp_046,Sales,SDR,2024-01-16,11,7.49,3.51,1,0
E1047,Emp_047,Marketing,Content,2024-01-16,5,9.09,3.48,2,0
E1048,Emp_048,Support,Agent,2024-01-16,13,7.5,2.99,0,0
E1049,Emp_049,HR,Recruiter,2024-01-16,2,8.12,3.78,0,0
E1050,Emp_050,Sales,AE,2024-01-16,10,8.04,2.83,2,0
E1051,Emp_051,Finance,Accountant,2024-01-16,4,6.65,4.46,1,0
E1052,Emp_052,HR,Recruiter,2024-01-16,6,8.45,4.06,0,0
E1053,Emp_053,Sales,Account Manager,2024-01-16,12,8.06,4.25,1,0
E1054,Emp_054,Sales,AE,2024-01-16,9,8.62,3.48,1,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-16,8,7.66,3.57,2,0
E1056,Emp_056,Support,Agent,2024-01-16,11,8.32,4.21,0,0
E1057,Emp_057,HR,Recruiter,2024-01-16,4,6.4,3.86,0,0
E1058,Emp_058,Engineering,QA Eng,2024-01-16,5,8.05,4.45,1,0
E1059,Emp_059,HR,HRBP,2024-01-16,4,7.48,2.27,1,0
E1000,Emp_000,Marketing,SEO,2024-01-17,6,6.93,4.22,1,0
E1001,Emp_001,HR,HRBP,2024-01-17,6,8.5,3.37,1,0
E1002,Emp_002,Engineering,Data Eng,2024-01-17,0,0.0,0.0,2,1
E1003,Emp_003,Marketing,Content,2024-01-17,5,6.18,4.08,1,0
E1004,Emp_004,Engineering,QA Eng,2024-01-17,6,7.46,4.26,2,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-17,5,8.19,4.45,2,0
E1006,Emp_006,Marketing,Content,2024-01-17,4,4.75,3.6,1,0
E1007,Emp_007,Marketing,Designer,2024-01-17,0,0.0,0.0,1,1
E1008,Emp_008,Support,Agent,2024-01-17,14,8.73,4.38,0,0
E1009,Emp_009,Finance,Analyst,2024-01-17,6,7.67,3.48,0,0
E1010,Emp_010,Sales,SDR,2024-01-17,9,9.19,3.99,1,0
E1011,Emp_011,Support,Agent,2024-01-17,11,7.27,3.45,1,0
E1012,Emp_012,Sales,Account Manager,2024-01-17,9,8.83,4.47,1,0
E1013,Emp_013,HR,Recruiter,2024-01-17,8,7.54,4.17,1,0
E1014,Emp_014,Finance,Accountant,2024-01-17,7,6.36,3.19,0,0
E1015,Emp_015,Sales,Account Manager,2024-01-17,13,9.09,4.61,2,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-17,6,5.46,3.18,0,0
E1017,Emp_017,Sales,SDR,2024-01-17,10,8.67,3.44,1,0
E1018,Emp_018,Marketing,SEO,2024-01-17,10,8.18,3.92,1,0
E1019,Emp_019,Support,Team Lead,2024-01-17,12,6.81,3.68,0,0
E1020,Emp_020,Engineering,QA Eng,2024-01-17,7,8.01,4.03,1,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-17,7,10.78,3.59,2,0
E1022,Emp_022,Marketing,SEO,2024-01-17,8,5.87,3.72,2,0
E1023,Emp_023,HR,HRBP,2024-01-17,5,7.24,4.47,0,0
E1024,Emp_024,Finance,Analyst,2024-01-17,5,5.75,3.67,0,0
E1025,Emp_025,HR,HRBP,2024-01-17,6,7.97,3.39,1,0
E1026,Emp_026,Sales,SDR,2024-01-17,13,7.66,3.49,0,0
E1027,Emp_027,Sales,Account Manager,2024-01-17,6,7.42,3.82,0,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-17,0,0.0,0.0,2,1
E1029,Emp_029,HR,HRBP,2024-01-17,11,9.59,4.34,0,0
E1030,Emp_030,Marketing,Content,2024-01-17,11,6.71,4.11,2,0
E1031,Emp_031,HR,HRBP,2024-01-17,5,7.35,3.46,1,0
E1032,Emp_032,HR,Recruiter,2024-01-17,3,6.58,3.89,1,0
E1033,Emp_033,Finance,Accountant,2024-01-17,7,9.15,3.18,2,0
E1034,Emp_034,Finance,Analyst,2024-01-17,2,7.64,3.74,1,0
E1035,Emp_035,Finance,Accountant,2024-01-17,6,7.82,4.1,1,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-17,7,6.36,4.17,2,0
E1037,Emp_037,Finance,Accountant,2024-01-17,5,9.52,4.16,1,0
E1038,Emp_038,Marketing,SEO,2024-01-17,9,6.27,4.71,1,0
E1039,Emp_039,Sales,AE,2024-01-17,9,7.54,3.46,1,0
E1040,Emp_040,Engineering,Data Eng,2024-01-17,10,6.66,3.87,1,0
E1041,Emp_041,Engineering,QA Eng,2024-01-17,7,5.44,4.92,2,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-17,10,9.73,3.32,1,0
E1043,Emp_043,Finance,Accountant,2024-01-17,4,7.93,3.82,1,0
E1044,Emp_044,Finance,Accountant,2024-01-17,8,9.29,4.05,1,0
E1045,Emp_045,HR,HRBP,2024-01-17,6,7.31,3.65,0,0
E1046,Emp_046,Sales,SDR,2024-01-17,8,7.57,3.75,0,0
E1047,Emp_047,Marketing,Content,2024-01-17,7,8.13,3.5,2,0
E1048,Emp_048,Support,Agent,2024-01-17,10,6.64,3.34,1,0
E1049,Emp_049,HR,Recruiter,2024-01-17,5,4.79,3.84,0,0
E1050,Emp_050,Sales,AE,2024-01-17,9,8.58,4.64,1,0
E1051,Emp_051,Finance,Accountant,2024-01-17,3,7.23,3.38,0,0
E1052,Emp_052,HR,Recruiter,2024-01-17,9,7.79,3.29,0,0
E1053,Emp_053,Sales,Account Manager,2024-01-17,12,6.52,3.37,1,0
E1054,Emp_054,Sales,AE,2024-01-17,12,7.16,3.64,1,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-17,5,6.81,3.71,1,0
E1056,Emp_056,Support,Agent,2024-01-17,11,8.23,2.33,0,0
E1057,Emp_057,HR,Recruiter,2024-01-17,3,6.08,3.18,1,0
E1058,Emp_058,Engineering,QA Eng,2024-01-17,7,7.22,4.71,2,0
E1059,Emp_059,HR,HRBP,2024-01-17,2,8.31,3.47,0,0
E1000,Emp_000,Marketing,SEO,2024-01-18,5,7.99,4.01,1,0
E1001,Emp_001,HR,HRBP,2024-01-18,7,6.43,3.79,0,0
E1002,Emp_002,Engineering,Data Eng,2024-01-18,6,5.13,3.6,0,0
E1003,Emp_003,Marketing,Content,2024-01-18,5,7.02,4.07,2,0
E1004,Emp_004,Engineering,QA Eng,2024-01-18,0,0.0,0.0,0,1
E1005,Emp_005,Engineering,Backend Dev,2024-01-18,6,5.51,3.92,2,0
E1006,Emp_006,Marketing,Content,2024-01-18,5,8.17,3.1,3,0
E1007,Emp_007,Marketing,Designer,2024-01-18,5,6.5,3.6,2,0
E1008,Emp_008,Support,Agent,2024-01-18,13,4.52,3.27,0,0
E1009,Emp_009,Finance,Analyst,2024-01-18,4,7.04,3.84,0,0
E1010,Emp_010,Sales,SDR,2024-01-18,9,5.31,4.17,0,0
E1011,Emp_011,Support,Agent,2024-01-18,14,7.92,4.21,2,0
E1012,Emp_012,Sales,Account Manager,2024-01-18,0,0.0,0.0,1,1
E1013,Emp_013,HR,Recruiter,2024-01-18,4,8.16,3.94,0,0
E1014,Emp_014,Finance,Accountant,2024-01-18,3,5.81,3.89,0,0
E1015,Emp_015,Sales,Account Manager,2024-01-18,8,7.57,3.55,2,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-18,9,8.66,3.53,3,0
E1017,Emp_017,Sales,SDR,2024-01-18,12,9.26,4.42,0,0
E1018,Emp_018,Marketing,SEO,2024-01-18,8,8.19,4.19,1,0
E1019,Emp_019,Support,Team Lead,2024-01-18,7,9.11,3.74,2,0
E1020,Emp_020,Engineering,QA Eng,2024-01-18,7,8.57,4.04,2,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-18,9,7.97,3.27,0,0
E1022,Emp_022,Marketing,SEO,2024-01-18,5,7.47,3.7,2,0
E1023,Emp_023,HR,HRBP,2024-01-18,7,6.63,4.18,1,0
E1024,Emp_024,Finance,Analyst,2024-01-18,7,8.26,3.99,0,0
E1025,Emp_025,HR,HRBP,2024-01-18,5,7.14,3.38,1,0
E1026,Emp_026,Sales,SDR,2024-01-18,9,8.29,3.65,1,0
E1027,Emp_027,Sales,Account Manager,2024-01-18,9,7.25,4.09,1,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-18,6,8.52,3.92,2,0
E1029,Emp_029,HR,HRBP,2024-01-18,8,7.61,4.36,0,0
E1030,Emp_030,Marketing,Content,2024-01-18,8,8.59,4.31,1,0
E1031,Emp_031,HR,HRBP,2024-01-18,6,9.67,2.81,0,0
E1032,Emp_032,HR,Recruiter,2024-01-18,5,4.86,3.36,1,0
E1033,Emp_033,Finance,Accountant,2024-01-18,5,7.32,5.0,0,0
E1034,Emp_034,Finance,Analyst,2024-01-18,5,7.14,3.11,1,0
E1035,Emp_035,Finance,Accountant,2024-01-18,3,7.73,4.47,0,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-18,4,8.95,3.38,2,0
E1037,Emp_037,Finance,Accountant,2024-01-18,5,7.1,4.2,1,0
E1038,Emp_038,Marketing,SEO,2024-01-18,8,6.08,4.22,2,0
E1039,Emp_039,Sales,AE,2024-01-18,8,9.19,3.3,1,0
E1040,Emp_040,Engineering,Data Eng,2024-01-18,8,8.88,4.05,3,0
E1041,Emp_041,Engineering,QA Eng,2024-01-18,9,8.82,3.45,1,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-18,7,7.07,4.63,2,0
E1043,Emp_043,Finance,Accountant,2024-01-18,0,6.63,3.25,1,0
E1044,Emp_044,Finance,Accountant,2024-01-18,3,7.85,3.66,2,0
E1045,Emp_045,HR,HRBP,2024-01-18,4,7.32,4.13,1,0
E1046,Emp_046,Sales,SDR,2024-01-18,8,5.9,3.18,1,0
E1047,Emp_047,Marketing,Content,2024-01-18,10,6.89,4.2,2,0
E1048,Emp_048,Support,Agent,2024-01-18,12,7.49,3.38,0,0
E1049,Emp_049,HR,Recruiter,2024-01-18,7,9.33,3.33,1,0
E1050,Emp_050,Sales,AE,2024-01-18,9,9.5,3.63,0,0
E1051,Emp_051,Finance,Accountant,2024-01-18,5,6.59,3.86,0,0
E1052,Emp_052,HR,Recruiter,2024-01-18,5,7.57,3.93,1,0
E1053,Emp_053,Sales,Account Manager,2024-01-18,8,6.77,3.75,0,0
E1054,Emp_054,Sales,AE,2024-01-18,11,7.02,3.48,0,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-18,4,6.48,4.28,1,0
E1056,Emp_056,Support,Agent,2024-01-18,13,6.93,3.4,1,0
E1057,Emp_057,HR,Recruiter,2024-01-18,7,6.95,3.29,0,0
E1058,Emp_058,Engineering,QA Eng,2024-01-18,6,9.06,4.46,1,0
E1059,Emp_059,HR,HRBP,2024-01-18,5,7.64,3.52,0,0
E1000,Emp_000,Marketing,SEO,2024-01-19,0,0.0,0.0,1,1
E1001,Emp_001,HR,HRBP,2024-01-19,4,8.17,3.3,1,0
E1002,Emp_002,Engineering,Data Eng,2024-01-19,8,7.67,4.62,2,0
E1003,Emp_003,Marketing,Content,2024-01-19,6,7.42,3.89,1,0
E1004,Emp_004,Engineering,QA Eng,2024-01-19,7,6.59,4.5,2,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-19,9,9.43,3.75,1,0
E1006,Emp_006,Marketing,Content,2024-01-19,5,8.41,3.53,1,0
E1007,Emp_007,Marketing,Designer,2024-01-19,5,8.79,3.07,0,0
E1008,Emp_008,Support,Agent,2024-01-19,12,6.1,3.35,2,0
E1009,Emp_009,Finance,Analyst,2024-01-19,5,6.83,3.95,0,0
E1010,Emp_010,Sales,SDR,2024-01-19,8,8.34,2.97,0,0
E1011,Emp_011,Support,Agent,2024-01-19,13,6.07,3.0,1,0
E1012,Emp_012,Sales,Account Manager,2024-01-19,12,6.41,3.87,1,0
E1013,Emp_013,HR,Recruiter,2024-01-19,0,0.0,0.0,0,1
E1014,Emp_014,Finance,Accountant,2024-01-19,5,8.36,3.58,0,0
E1015,Emp_015,Sales,Account Manager,2024-01-19,10,8.98,4.08,0,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-19,5,8.89,4.5,1,0
E1017,Emp_017,Sales,SDR,2024-01-19,8,8.35,3.07,0,0
E1018,Emp_018,Marketing,SEO,2024-01-19,6,10.77,4.11,2,0
E1019,Emp_019,Support,Team Lead,2024-01-19,13,8.05,3.94,0,0
E1020,Emp_020,Engineering,QA Eng,2024-01-19,7,7.8,4.44,1,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-19,7,8.48,3.86,0,0
E1022,Emp_022,Marketing,SEO,2024-01-19,5,8.04,3.07,0,0
E1023,Emp_023,HR,HRBP,2024-01-19,3,7.13,3.54,0,0
E1024,Emp_024,Finance,Analyst,2024-01-19,4,7.47,4.26,0,0
E1025,Emp_025,HR,HRBP,2024-01-19,5,6.04,3.34,0,0
E1026,Emp_026,Sales,SDR,2024-01-19,10,6.88,3.34,0,0
E1027,Emp_027,Sales,Account Manager,2024-01-19,9,7.38,2.98,0,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-19,12,8.93,4.98,2,0
E1029,Emp_029,HR,HRBP,2024-01-19,9,6.52,3.19,1,0
E1030,Emp_030,Marketing,Content,2024-01-19,4,7.54,4.38,2,0
E1031,Emp_031,HR,HRBP,2024-01-19,4,6.49,3.84,1,0
E1032,Emp_032,HR,Recruiter,2024-01-19,7,7.67,3.31,1,0
E1033,Emp_033,Finance,Accountant,2024-01-19,4,5.95,3.49,2,0
E1034,Emp_034,Finance,Analyst,2024-01-19,8,9.53,4.21,1,0
E1035,Emp_035,Finance,Accountant,2024-01-19,8,6.26,3.84,0,0
E1036,Emp_036,Engineering,Backend Dev,2024-01-19,9,5.33,5.0,1,0
E1037,Emp_037,Finance,Accountant,2024-01-19,2,7.1,4.04,0,0
E1038,Emp_038,Marketing,SEO,2024-01-19,6,7.45,3.24,3,0
E1039,Emp_039,Sales,AE,2024-01-19,11,6.74,3.17,0,0
E1040,Emp_040,Engineering,Data Eng,2024-01-19,9,4.0,3.42,2,0
E1041,Emp_041,Engineering,QA Eng,2024-01-19,9,5.55,4.91,2,0
E1042,Emp_042,Engineering,Backend Dev,2024-01-19,0,0.0,0.0,1,1
E1043,Emp_043,Finance,Accountant,2024-01-19,4,7.09,3.98,1,0
E1044,Emp_044,Finance,Accountant,2024-01-19,4,8.22,3.98,1,0
E1045,Emp_045,HR,HRBP,2024-01-19,7,8.16,3.33,1,0
E1046,Emp_046,Sales,SDR,2024-01-19,9,7.95,2.47,1,0
E1047,Emp_047,Marketing,Content,2024-01-19,5,6.95,3.58,3,0
E1048,Emp_048,Support,Agent,2024-01-19,11,7.74,3.27,0,0
E1049,Emp_049,HR,Recruiter,2024-01-19,3,8.01,3.43,1,0
E1050,Emp_050,Sales,AE,2024-01-19,9,7.84,4.0,0,0
E1051,Emp_051,Finance,Accountant,2024-01-19,7,8.13,4.02,0,0
E1052,Emp_052,HR,Recruiter,2024-01-19,7,6.88,3.42,1,0
E1053,Emp_053,Sales,Account Manager,2024-01-19,9,7.87,4.01,0,0
E1054,Emp_054,Sales,AE,2024-01-19,11,9.48,4.03,2,0
E1055,Emp_055,Engineering,Backend Dev,2024-01-19,9,8.68,4.61,3,0
E1056,Emp_056,Support,Agent,2024-01-19,9,6.67,3.11,0,0
E1057,Emp_057,HR,Recruiter,2024-01-19,6,8.05,4.19,0,0
E1058,Emp_058,Engineering,QA Eng,2024-01-19,8,6.63,4.07,1,0
E1059,Emp_059,HR,HRBP,2024-01-19,7,7.51,3.91,1,0
E1000,Emp_000,Marketing,SEO,2024-01-20,6,10.96,3.77,1,0
E1001,Emp_001,HR,HRBP,2024-01-20,8,8.56,3.56,1,0
E1002,Emp_002,Engineering,Data Eng,2024-01-20,2,9.21,3.31,3,0
E1003,Emp_003,Marketing,Content,2024-01-20,5,8.33,3.95,2,0
E1004,Emp_004,Engineering,QA Eng,2024-01-20,7,5.67,4.87,1,0
E1005,Emp_005,Engineering,Backend Dev,2024-01-20,8,6.23,4.22,1,0
E1006,Emp_006,Marketing,Content,2024-01-20,7,6.74,4.7,2,0
E1007,Emp_007,Marketing,Designer,2024-01-20,6,7.8,4.35,2,0
E1008,Emp_008,Support,Agent,2024-01-20,13,8.94,3.45,0,0
E1009,Emp_009,Finance,Analyst,2024-01-20,4,5.09,3.81,1,0
E1010,Emp_010,Sales,SDR,2024-01-20,8,7.98,3.0,1,0
E1011,Emp_011,Support,Agent,2024-01-20,10,6.96,3.14,0,0
E1012,Emp_012,Sales,Account Manager,2024-01-20,7,6.26,3.75,2,0
E1013,Emp_013,HR,Recruiter,2024-01-20,5,10.29,4.0,1,0
E1014,Emp_014,Finance,Accountant,2024-01-20,0,0.0,0.0,0,1
E1015,Emp_015,Sales,Account Manager,2024-01-20,9,7.11,3.32,0,0
E1016,Emp_016,Engineering,Backend Dev,2024-01-20,11,5.87,3.7,2,0
E1017,Emp_017,Sales,SDR,2024-01-20,9,8.93,4.13,1,0
E1018,Emp_018,Marketing,SEO,2024-01-20,0,0.0,0.0,1,1
E1019,Emp_019,Support,Team Lead,2024-01-20,10,8.69,4.82,1,0
E1020,Emp_020,Engineering,QA Eng,2024-01-20,7,9.14,3.95,1,0
E1021,Emp_021,Engineering,Backend Dev,2024-01-20,12,8.09,3.35,1,0
E1022,Emp_022,Marketing,SEO,2024-01-20,5,7.92,3.74,3,0
E1023,Emp_023,HR,HRBP,2024-01-20,5,7.22,3.4,0,0
E1024,Emp_024,Finance,Analyst,2024-01-20,6,6.64,3.84,3,0
E1025,Emp_025,HR,HRBP,2024-01-20,8,6.42,3.05,0,0
E1026,Emp_026,Sales,SDR,2024-01-20,12,10.81,3.29,0,0
E1027,Emp_027,Sales,Account Manager,2024-01-20,10,7.54,3.93,2,0
E1028,Emp_028,Engineering,Frontend Dev,2024-01-20,5,7.56,3.87,1,0
E1029,Emp_029,HR,HRBP,2024-01-20,7,7.09,2.58,0,0
E1030,Emp_030,Marketing,Content,2024-01-20,8,7.74,3.65,2,0
